x,y
-2.0,5.698300158572977
-1.9292929292929293,-0.25794170192587
-1.8585858585858583,12.77523300315675
-1.7878787878787878,22.140156790694785
-1.7171717171717171,27.656110306021382
-1.6464646464646464,27.558225443808503
-1.5757575757575757,14.711937950367146
-1.5050505050505052,3.6015093328599352
-1.4343434343434345,-0.5642498061008308
-1.3636363636363638,22.8277589624062
-1.2929292929292928,0.0747853604075601
-1.2222222222222223,39.02856876812389
-1.1515151515151516,6.15195189275123
-1.0808080808080809,-0.479599517273471
-1.0101010101010102,9.32139828763582
-0.9393939393939394,1.197467619412344
-0.8686868686868687,-13.931887343071612
-0.797979797979798,-18.62268989920081
-0.7272727272727273,-4.865014585486724
-0.6565656565656566,-19.13630871684408
-0.5858585858585859,-5.104354938631769
-0.5151515151515151,-28.021552094363123
-0.4444444444444444,-16.498801498516027
-0.3737373737373737,-7.201080359809577
-0.3030303030303032,-12.52166235042174
-0.2323232323232325,-22.12580688271117
-0.1616161616161617,-13.719051416104827
-0.090909090909091,-19.80917774911224
-0.0202020202020203,-11.273015492252682
0.0505050505050506,-10.440513126134745
0.1212121212121211,-26.05499068477292
0.191919191919192,-21.696552167731426
0.2626262626262625,-12.457716956296611
0.333333333333333,-10.330787001228838
0.404040404040404,-14.88359540013668
0.4747474747474745,-4.8957533290649184
0.5454545454545454,-5.600894740362317
0.6161616161616159,-12.709815280379852
0.6868686868686869,2.1103816172745216
0.7575757575757573,12.585865332552888
0.8282828282828283,-3.937904452917075
0.8989898989898988,-18.391954836419902
0.9696969696969696,-2.691996438410667
1.0404040404040402,-10.75368504442324
1.1111111111111112,-13.333867084356685
1.1818181818181817,0.0732159427438996
1.2525252525252526,15.512709822335186
1.323232323232323,8.625850106763746
1.3939393939393936,13.4166154616881
1.4646464646464643,4.373995813983505
1.535353535353535,12.63510365209476
1.606060606060606,1.199715359832374
1.6767676767676765,10.540484726794284
1.7474747474747474,5.225661488425455
1.818181818181818,-8.250256663315401
1.8888888888888888,-7.507552082338319
1.95959595959596,-11.104950345017954
2.0303030303030303,-6.007985999141124
2.101010101010101,-7.387841865385994
2.171717171717172,-0.1284907071201546
2.242424242424242,-11.726459590751348
2.313131313131313,-15.806731726644736
2.383838383838384,-23.871939722747424
2.454545454545454,-35.11793211822144
2.525252525252525,-35.89653508926558
2.595959595959596,-18.65017703171277
2.666666666666666,-55.357424123484606
2.737373737373737,-62.16949285741616
2.808080808080808,-55.51626671333924
2.878787878787879,-77.86238580120711
2.949494949494949,-76.03907581980185
3.02020202020202,-73.12964303147265
3.090909090909091,-83.44789037603219
3.1616161616161618,-105.2840556731405
3.232323232323232,-120.72664249868625
3.3030303030303028,-119.53088375849464
3.3737373737373737,-104.25371472605356
3.4444444444444446,-133.00943782718377
3.5151515151515147,-138.93222215051836
3.5858585858585856,-146.10582188590567
3.656565656565657,-149.964523776327
3.727272727272727,-162.23616396613147
3.7979797979797976,-166.7093085999808
3.868686868686869,-177.40640742065352
3.939393939393939,-188.36625582256835
4.0101010101010095,-183.22867587446595
4.08080808080808,-191.07078965566933
4.151515151515151,-199.28143820847728
4.222222222222222,-181.9500900859907
4.292929292929292,-181.76173337822576
4.363636363636363,-181.8455483217217
4.434343434343434,-173.74413623444104
4.505050505050505,-144.61925005367792
4.575757575757575,-155.65001473703524
4.646464646464646,-122.16906018874208
4.717171717171717,-118.90842686347987
4.787878787878787,-69.57978341235233
4.858585858585858,-63.74371443602837
4.929292929292929,-29.22153999991886
5.0,-2.418768570650149
