x,y1,y2,y3
-2.0,-0.522368383674686,5.698300158572977,3.880352160949858
-1.9292929292929293,-0.7113363585296257,-0.25794170192587007,8.643553258575043
-1.8585858585858586,-4.759916550244814,12.77523300315675,6.116843602359675
-1.7878787878787878,-10.255471956166573,22.140156790694782,12.493956340598723
-1.7171717171717171,-3.503844514350948,27.656110306021382,10.335219714718198
-1.6464646464646464,-6.309116011108517,27.558225443808503,10.124794232115747
-1.5757575757575757,0.2161480581961106,14.711937950367146,4.955556365031918
-1.5050505050505052,-5.999054777403654,3.6015093328599352,3.8153466914580725
-1.4343434343434343,-5.898997800530281,-0.5642498061008308,12.370503890031706
-1.3636363636363638,-13.898868753408886,22.827758962406193,5.950312612017843
-1.2929292929292928,-8.09868503190042,0.07478536040756012,3.0489827108972016
-1.2222222222222223,-9.824656361867625,39.02856876812389,-5.475389269116259
-1.1515151515151516,-7.807471517007294,6.15195189275123,2.188960348078988
-1.0808080808080809,-1.0093642953101583,-0.47959951727347105,3.4769143494086476
-1.0101010101010102,-3.659836418720091,9.321398287635821,-3.686722022176169
-0.9393939393939394,-8.575242384357814,1.1974676194123441,-7.8938620125937735
-0.8686868686868687,-3.060095185558808,-13.931887343071612,7.1803289041818585
-0.797979797979798,4.668623059548704,-18.622689899200815,3.1314136044450596
-0.7272727272727273,-2.2833785028791587,-4.865014585486724,-2.2946601729229275
-0.6565656565656566,-5.023072915495418,-19.136308716844074,-2.079671416229537
-0.5858585858585859,-4.927390521801974,-5.104354938631769,-1.8103538228946958
-0.5151515151515151,-6.614134451119959,-28.021552094363123,-8.383126813795053
-0.4444444444444444,0.9742756547647122,-16.498801498516027,-1.301496260703162
-0.3737373737373737,-1.9160725592014494,-7.201080359809577,-11.677764318588013
-0.3030303030303032,-5.401948374983428,-12.521662350421739,-0.8752318217958268
-0.2323232323232325,0.24337568469212023,-22.125806882711174,-0.04429178866957395
-0.16161616161616177,-4.418433826094662,-13.719051416104827,1.665416875731292
-0.09090909090909105,-3.8184355881982563,-19.809177749112234,-6.858766020422765
-0.020202020202020332,-2.810839433668458,-11.273015492252682,0.6036364712165765
0.05050505050505061,-1.236008907787792,-10.440513126134743,-1.733901479384745
0.1212121212121211,0.8118727331647344,-26.054990684772918,9.053128760509875
0.19191919191919204,-10.30202253896855,-21.696552167731426,-9.5437592179755
0.26262626262626254,-2.2634103938475056,-12.457716956296611,-2.470248323876908
0.33333333333333304,-5.535755822350268,-10.330787001228838,-7.225639692496788
0.404040404040404,-10.046599787731946,-14.883595400136679,8.280739595069335
0.4747474747474745,-0.09626745180620766,-4.8957533290649184,-3.6207621467222877
0.5454545454545454,-4.0240953876959376,-5.600894740362317,5.262051603347349
0.6161616161616159,-2.311130593606646,-12.709815280379853,8.141265662001448
0.6868686868686869,2.050089267359928,2.1103816172745216,5.767395595429573
0.7575757575757573,-3.3511217548570364,12.585865332552888,-1.5709993487980896
0.8282828282828283,-0.37880119611307606,-3.937904452917075,6.5335646752436904
0.8989898989898988,0.9532329040597223,-18.391954836419906,4.646142769278422
0.9696969696969697,-3.965243556796412,-2.691996438410667,10.989210997320587
1.0404040404040402,-2.19100011520617,-10.753685044423241,-0.5425583503014932
1.1111111111111112,-1.5820902521931859,-13.333867084356685,10.608123237577455
1.1818181818181817,3.8346591105910997,0.07321594274389964,12.036301667784503
1.2525252525252526,0.9102396247524339,15.512709822335186,0.5767095189642708
1.323232323232323,10.950115625829838,8.625850106763746,8.331153539670108
1.3939393939393936,4.439003565987768,13.4166154616881,10.21152073453263
1.4646464646464645,7.073174969807933,4.373995813983505,12.417545700968644
1.535353535353535,1.4905103287877446,12.63510365209476,15.784637338017125
1.606060606060606,2.954676572899423,1.199715359832374,10.794411236180615
1.6767676767676765,6.4465183816994855,10.540484726794283,12.247380819331276
1.7474747474747474,2.7797093911100648,5.225661488425455,6.9512555974912456
1.818181818181818,7.915783501010694,-8.250256663315401,9.153334777855754
1.8888888888888888,3.2252808754381608,-7.507552082338319,4.24970525006609
1.9595959595959593,0.2843561887221364,-11.104950345017954,10.22834628496255
